audio_number,Expression RU,Expression L2,Sentence,Surprisal Data
47,как бы не так,как ли пък не,дебнете ме? как ли пък не! знаех си аз!,10.636427879333496
48,всего-навсего,всичко на всичко,"почваше да й се струва, че това не е непознат, незнайно как попаднал в тяхното семейство летец, а нейният миша, че не тоя неочакван гост, а нейният мъж, с когото бе прекарала всичко на всичко една пролет.",10.74178409576416
49,несмотря на,въпреки че,"въпреки че вечерта бе топла, мириса потръпна и потърси ръката на брант.",11.895218849182129
50,в конце,в края на,първите истински телескопи в европа обаче са направени в края на 16-ти век.,10.627821922302246
51,рядом с,редом с,"затова, без да се колебая пито миг, ще направя „кръгом “на място в снега и ще тръгна редом с моята нова позната.",11.47802448272705
52,вплоть до,чак до,"считам, че можем да отстъпваме и по-нататък, чак до харбин.",11.080683708190918
53,в виде,във вид на,"то беше луксозно, от махагон и с бронзова дръжка във вид на сфинкс върху пиедестал.",11.192941665649414
54,со стороны,от страна на,поне от страна на булката.,14.587507247924805
55,по поводу,по повод на,а по повод на вашия татко приемете най-искрените ми.,11.778169631958008
56,в силу,по силата на,по силата на различни причини това е много неудобно.,12.743632316589355
57,недалеко от,недалече от,"пастирчето отишло с магарето за дърва, недалече от кошарите.",10.935997009277344
58,за счет,за сметка на,"или как другояче да ви разбираме – нека вълците да се размножават, да разкъсват нашите стада, да живеят за сметка на народната собственост?",11.67061996459961
59,по окончании,след свършването,това ще е полезно и за самия сарафин при преминаването му в следващото битие след свършването на земния му път.,10.789630889892578
60,с учетом,с оглед на,"трето, с оглед на обстановката уточнявам плана си за действие.",11.810985565185547
