audio_number,Expression RU,Expression L2,Sentence,Surprisal Data
34,что называется,jak se říká,"posud nepozbyla své krásy, ani zdraví i byla, jak se říká krev a mléko.",11.288856506347656
35,судя по всему,podle všeho,"nejdříve většina médií tvrdila, že za vraždou podle všeho stojí mafie.",10.004768371582031
36,ради бога,proboha,"lyšíš? páni jdou. proboha, heleno!",13.50739860534668
37,все же,asi spíš,ale asi spíš v tom lepším: na bezpráví a násilí jsem citlivější.,11.286087989807129
38,еще и,a navíc,ovšem jednu z nejdivnějších – a navíc patřičně zpolitizovanou.,11.461620330810547
39,что ли,či co,"a cos ty myslil? prášek, či co?",12.372674942016602
40,не то что,nejen že,"nejen že nemohl vstát, ale připadalo mu, že nesmí ani otevřít oči.",10.292611122131348
41,едва ли не,skoro ještě,některé sceny přečetli jsme několikrát za sebou; celý román jsme přečetli skoro dvakrát po sobě a po druhé líbil se nám skoro ještě víc než po prvé.,10.250794410705566
42,ничего подобного,nic takového,nic takového zjevně není v plánu.,11.806142807006836
43,да ладно,do prčic,"do prčic, jaká loterie?",11.284039497375488
44,не иначе как,nic jiného než,není to nic jiného než klamavá reklama.,11.334101676940918
45,почти что,kousek od,"stál kousek od mostu, co dělí tajland od kambodže.",10.390448570251465
46,именно что,přesně tak,"přesně tak, to je výborná rada. ",12.624180793762207
47,как бы не так,jak by ne,jak by ne! a oni měli určitě víc možností se bránit!,10.33115005493164
48,всего-навсего,všeho všudy,mám všeho všudy šestatřicet krejcarů.,9.32201862335205
49,несмотря на,navzdory tomu,navzdory tomu o ně mají zákazníci nebývalý zájem.,11.743851661682129
50,в конце,na konec,vagony metroplus jsou vždy zařazeny na konec vlaku směrem ke kapskému městu.,11.918231010437012
51,рядом с,v blízkosti,útulný apartmán v blízkosti mumlavských vodopádů.,12.361665725708008
52,вплоть до,až po,já jsem byla opět v jiném stavu a skoro celé těhotenství až po porod nejmladší dcerky jsem prožila ve strachu.,10.75356674194336
53,в виде,ve formě,"má právo zničit všechny překážky ve formě institucí a tradic, jež omezují lidskou svobodu výběru.",11.256431579589844
54,с целью,za účelem,to vše za účelem násilného uchopení moci.,11.147235870361328
55,по поводу,na účet,"najednou v jeho nebohé hlavě cvakla nějaká záklopka, načež se jal vyzývavě vtipkovat na účet tělesných a duševních vlastností dívky.",10.307228088378906
56,в силу,v platnost,"podepsala se roku 1992, ale v platnost vešla v roce 2002.",10.380477905273438
57,недалеко от,nedaleko,"nejdřív ty nové drželi v karanténě v prvním patře, pak je přepravili do cel nedaleko mé místnosti.",10.47542953491211
58,за счет,na útraty,"na útraty vojenského eráru, to se rozumí.",12.91809368133545
59,по окончании,po skončení,"po skončení práce četla, co za den napsali, á viděla, jak se chmuří, pozorně naslouchaje.",11.48569107055664
60,с учетом,s ohledem na,"pokud by však nesouhlasili, musejí připustit, že o dětech rozhodují rodiče, ale nikoli podle své libosti, nýbrž jedině a výhradně s ohledem na jejich zájem.",9.797286987304688
