user_id,prolific_id_email,age,gender,first_lang,other_langs,login_time,question_number,source_language,target_language,source_text,source_text_to_be_translated,correct_translation,wrong_mcq_translation,user_free_translation,user_free_translation_time_taken,user_mcq_translation,user_mcq_translation_time_taken,clean_response,is_correct
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,11,BE,RU,Сікхізм уяўляе сабой рэлігію што паходзіць з індыйскага субкантынента. Яна зявілася ў 15 стагоддзі ў рэгіене пенджаб у выніку ўзнікнення ў індуізме розных сектанцкіх груп.,у выніку,в результате,у выніку,,17,в результате,2,,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,12,BE,RU,"Ведаеш, Наташанька, я самая шчаслівая жанчына на свеце, калі ў мяне есць такі муж.",на свеце,на свете,на свеце,на свете ,20,на свете,3,на свете,1
82d2b56f-b978-4cec-8731-912d70282d44,608c90af2b9dc5f9f35bb583,41,female,RU,RU,2024-02-05 17:06:06.420164+00:00,1,BE,RU,"Яны былі асуджаныя, нягледзячы на сур'езныя сумненні наконт іх ролі ў гэтай трагічнай падзеі.",нягледзячы на,несмотря на,невзирая на,не глядя на,54,несмотря на,10,не глядя на,1
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,13,PL,RU,"Odróżnia nas... tak..., więc jednak",więc jednak,все же,więc jednak,,8,все же,3,,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,14,PL,RU,Odkrycie Harvey'a ma obok praktycznego także i filozoficzne znaczenie.,także i,еще и,также и,,8,также и,2,,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,15,PL,RU,"Pozwoliłem. Bo co on, zniewolony czy jak? Pogadaliśmy.",czy jak,что ли,czy jak,,6,что ли,2,,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,16,PL,RU,"Sami własny klasztor niszczą, w dodatku z ochotą.",w dodatku,к тому же,w dodatku,,5,в дополнении,3,,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,17,PL,RU,To było nieomalże ostatnie nasze zwycięstwo.,nieomalże,едва ли не,nieomalże,,4,едва ли не,3,,0
82d2b56f-b978-4cec-8731-912d70282d44,608c90af2b9dc5f9f35bb583,41,female,RU,RU,2024-02-05 17:06:06.420164+00:00,2,BE,RU,Ен па дыпламатычных каналах дапамагаў картэру разбірацца з рознымі міжнароднымі пытаннямі. У якасці прыкладу можна прывесці нармалізацыю амерыкана-кітайскіх стасункаў прыблізна ў канцы 1970-х гадоў.,ў канцы,в конце,в концы,в конце,31,в конце,6,в конце,1
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,18,PL,RU,Jej NIC PODOBNEGO przydarzyć się nie mogło więc to miłosierdzie nie budziło w niej żadnych osobistych uczuć czy też obaw.,nic podobnego,ничего подобного,нет подобного,,9,ничего подобного,2,,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,19,PL,RU,"Gdybyś nie palił… CO TAM, i tak wystarczy tylko na kartofle i chleb.",co tam,да ладно,co tam,,6,что там,2,,0
5b1facb6-dd9a-4654-996d-8adbb1aadc79,614f11b6fe832a304632a860,55,female,RU,UK,2024-02-05 17:07:11.975698+00:00,1,BG,RU,"Въпреки че вечерта бе топла, Мириса потръпна и потърси ръката на Брант.",въпреки че,несмотря на,вопреки чему,вопреки,37,несмотря на,14,вопреки,1
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,20,PL,RU,"Za to zająć się czasami którąś z dziewcząt ze służby, lecz NIE INACZEJ JAK w poufnym porozumieniu z Marfą Pietrowna.",nie inaczej jak,не иначе как,как по-иному,,7,как по-иному,4,,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,21,PL,RU,"Ale Baśka moja NIELEDWIE w waćpanny leciech dlatego poczuwam się w tym aby zaś miała czasem jakowąś uciechę grzeczną, a młodemu wiekowi przystojną.",nieledwie,почти что,nieledwie,,6,почти что,4,,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,22,PL,RU,"Jeden z praskich mentorów Reynevana usiłował dowodzić odnośnie lotów czarodziejskich, a TO MIANOWICIE, że są one poddane kontroli mentalnej wysmarowanej maścią lotną czarownicy lub czarownika.",to mianowicie,именно что,то именно,,9,то именно,3,,0
5b1facb6-dd9a-4654-996d-8adbb1aadc79,614f11b6fe832a304632a860,55,female,RU,UK,2024-02-05 17:07:11.975698+00:00,2,BG,RU,Първите истински телескопи в Европа обаче са направени в края на 16-ти век.,в края на,в конце,на краю,в месте,19,в конце,7,в месте,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,23,PL,RU,"A zasię! To była, podobna, pierwsza kokota w Warszawie!",a zasię,как бы не так,но же,,6,но же,3,,0
82d2b56f-b978-4cec-8731-912d70282d44,608c90af2b9dc5f9f35bb583,41,female,RU,RU,2024-02-05 17:06:06.420164+00:00,3,BE,RU,Я ўяўвіў сябе побач з ею ў бальнічным халаце і шлепках.,побач з,рядом с,побач з,,45,рядом с,5,,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,24,PL,RU,"Ha! orłowe gniazdo, ale nie wiadomo, czy się orzeł w nim znajdzie, jako był Wiśniowiecki, CZY JENO wrona?.",czy jeno,всего-навсего,что один,,10,что один,2,,0
5b1facb6-dd9a-4654-996d-8adbb1aadc79,614f11b6fe832a304632a860,55,female,RU,UK,2024-02-05 17:07:11.975698+00:00,3,BG,RU,"Затова, без да се колебая пито миг, ще направя „кръгом “на място в снега и ще тръгна редом с моята нова позната.",редом с,рядом с,редом с,рядом с,12,рядом с,5,рядом с,1
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,25,BG,RU,"Въпреки че вечерта бе топла, Мириса потръпна и потърси ръката на Брант.",въпреки че,несмотря на,въпреки че,,6,несмотря на,2,,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,26,BG,RU,Първите истински телескопи в Европа обаче са направени в края на 16-ти век.,в края на,в конце,на краю,,5,в конце,3,,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,27,BG,RU,"Затова, без да се колебая пито миг, ще направя „кръгом “на място в снега и ще тръгна редом с моята нова позната.",редом с,рядом с,редом с,,10,рядом с,2,,0
5b1facb6-dd9a-4654-996d-8adbb1aadc79,614f11b6fe832a304632a860,55,female,RU,UK,2024-02-05 17:07:11.975698+00:00,4,BG,RU,"Считам, че можем да отстъпваме и по-нататък, чак до Харбин.",чак до,вплоть до,пока до,так до,22,вплоть до,7,так до,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,28,BG,RU,"Считам, че можем да отстъпваме и по-нататък, чак до Харбин.",чак до,вплоть до,пока до,,5,пока до,3,,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,29,BG,RU,"То беше луксозно, от махагон и с бронзова дръжка във вид на сфинкс върху пиедестал.",във вид на,в виде,на вид,,8,в виде,4,,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,30,BG,RU,Поне от страна на булката.,от страна на,со стороны,от страны на,,5,от страны на,4,,0
5b1facb6-dd9a-4654-996d-8adbb1aadc79,614f11b6fe832a304632a860,55,female,RU,UK,2024-02-05 17:07:11.975698+00:00,5,BG,RU,"То беше луксозно, от махагон и с бронзова дръжка във вид на сфинкс върху пиедестал.",във вид на,в виде,във вид на,в виду этого,18,в виде,7,в виду этого,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,31,BG,RU,А по повод на вашия татко приемете най-искрените ми.,по повод на,по поводу,по повод на,,7,на поводу,2,,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,32,BG,RU,По силата на различни причини това е много неудобно.,по силата на,в силу,по силе,,7,в силу,3,,0
5b1facb6-dd9a-4654-996d-8adbb1aadc79,614f11b6fe832a304632a860,55,female,RU,UK,2024-02-05 17:07:11.975698+00:00,6,BG,RU,Поне от страна на булката.,от страна на,со стороны,от страны на,со стороны,16,со стороны,5,со стороны,1
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,33,BG,RU,"Пастирчето отишло с магарето за дърва, недалече от кошарите.",недалече от,недалеко от,недалече от,,8,недалеко от,3,,0
5b1facb6-dd9a-4654-996d-8adbb1aadc79,614f11b6fe832a304632a860,55,female,RU,UK,2024-02-05 17:07:11.975698+00:00,7,BG,RU,А по повод на вашия татко приемете най-искрените ми.,по повод на,по поводу,на поводу,по поводу,14,по поводу,4,по поводу,1
82d2b56f-b978-4cec-8731-912d70282d44,608c90af2b9dc5f9f35bb583,41,female,RU,RU,2024-02-05 17:06:06.420164+00:00,5,BE,RU,"На ўсей тэрыторыі зімовыя, а ў Арктыцы і летнія ападкі выпадаюць у выглядзе снегу.",у выглядзе,в виде,с внешности,видимо,31,в виде,5,видимо,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,34,BG,RU,"Или как другояче да ви разбираме – нека вълците да се размножават, да разкъсват нашите стада, да живеят за сметка на народната собственост?",за сметка на,за счет,за сметка на,,20,за счет,4,,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,35,BG,RU,Това ще е полезно и за самия сарафин при преминаването му в следващото битие след свършването на земния му път.,след свършването,по окончании,след свършването,,9,по окончании,4,,0
5b1facb6-dd9a-4654-996d-8adbb1aadc79,614f11b6fe832a304632a860,55,female,RU,UK,2024-02-05 17:07:11.975698+00:00,8,BG,RU,По силата на различни причини това е много неудобно.,по силата на,в силу,по силата на,в силу причин,19,в силу,5,в силу причин,1
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,36,BG,RU,"Трето, с оглед на обстановката уточнявам плана си за действие.",с оглед на,с учетом,с оглед на,,6,с учетом,3,,0
82d2b56f-b978-4cec-8731-912d70282d44,608c90af2b9dc5f9f35bb583,41,female,RU,RU,2024-02-05 17:06:06.420164+00:00,6,BE,RU,"У афіцыйнай заяве кіраўнік камітэта звяртае ўвагу на тое, што падобныя парушэнні з боку уладаў не з'яўляюцца адзінкавымі.",з боку,со стороны,з боку,со стороны,30,со стороны,4,со стороны,1
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,37,CS,RU,"Povídalo se, že předseda byl bílý jako stěna, opile vrávoral a něco blekotal. ",povídalo se,по слухам,povídalo se,,6,по слухам,3,,0
5b1facb6-dd9a-4654-996d-8adbb1aadc79,614f11b6fe832a304632a860,55,female,RU,UK,2024-02-05 17:07:11.975698+00:00,9,BG,RU,"Пастирчето отишло с магарето за дърва, недалече от кошарите.",недалече от,недалеко от,недалече от,недалеко от,16,недалеко от,4,недалеко от,1
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,38,CS,RU,Tímto způsobem se tam pro rusy otevírá obrovský obchodní potenciál.,tímto způsobem,таким образом,tímto způsobem,,5,тем способом,4,,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,39,CS,RU,V každém případě odneste kotě i misku.,v každém případě,во всяком случае,v každém případě,,5,во всяком случае,3,,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,40,CS,RU,"Mezi jiným jsem pozoroval, že dr Kramář bude mít potíže.",mezi jiným,между прочим,меж иными,,4,меж иными,2,,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,41,CS,RU,"Lze říci, že trasu letu lze měnit pouze z důvodu zajištění bezpečnosti a ochrany zdraví.",lze říci,можно сказать,lze říci,,4,возможно речь,6,,0
5b1facb6-dd9a-4654-996d-8adbb1aadc79,614f11b6fe832a304632a860,55,female,RU,UK,2024-02-05 17:07:11.975698+00:00,10,BG,RU,"Или как другояче да ви разбираме – нека вълците да се размножават, да разкъсват нашите стада, да живеят за сметка на народната собственост?",за сметка на,за счет,за сметой,в праве,27,за счет,4,в праве,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,42,CS,RU,"Jediné, co udělám ― jediné, co si troufnu udělat ― bude v podstatě taková hloupost…",v podstatě,в сущности,v podstatě,,7,в сущности,4,,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,43,CS,RU,"Jak je známo, bzučet mohou jedině včely.",jak je známo,как известно,как это знакомо,,3,как известно,4,,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,44,CS,RU,Podle něj je tohle jeden z hlavních důvodů.,podle něj,по его мнению,podle něj,,4,по его мнению,3,,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,45,CS,RU,"Krátce řečeno, jako jeho stájník. A také byste ošetřoval psy.",krátce řečeno,одним словом,краткая речь,,3,одним словом,4,,0
82d2b56f-b978-4cec-8731-912d70282d44,608c90af2b9dc5f9f35bb583,41,female,RU,RU,2024-02-05 17:06:06.420164+00:00,7,BE,RU,Прэс-сакратар Мінпрыроды Алена Пенязь абвінаваціла Літву ў свядомым ухіленні ад дыялогу з Беларуссю з нагоды Астравецкай АЭС.,з нагоды,по поводу,с повода,,63,по поводу,4,,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,46,CS,RU,"Posud nepozbyla své krásy, ani zdraví i byla, jak se říká krev a mléko.",jak se říká,что называется,jak se říká,,6,как эта река,3,,0
5b1facb6-dd9a-4654-996d-8adbb1aadc79,614f11b6fe832a304632a860,55,female,RU,UK,2024-02-05 17:07:11.975698+00:00,11,BG,RU,Това ще е полезно и за самия сарафин при преминаването му в следващото битие след свършването на земния му път.,след свършването,по окончании,по завершению,в следствии сделанного,32,по завершению,8,в следствии сделанного,0
82d2b56f-b978-4cec-8731-912d70282d44,608c90af2b9dc5f9f35bb583,41,female,RU,RU,2024-02-05 17:06:06.420164+00:00,8,BE,RU,Мо ў сілу сваей навуковай інтуіцыі яна не паверыла ў пануючую версію.,ў сілу,в силу,ў сілу,в силу,11,в силу,4,в силу,1
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,47,CS,RU,"Nejdříve většina médií tvrdila, že za vraždou podle všeho stojí mafie.",podle všeho,судя по всему,podle všeho,,6,подле всего,7,,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,48,CS,RU,"Lyšíš? Páni jdou. Proboha, Heleno!",proboha,ради Бога,proboha,,6,про Бога,3,,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,49,UK,RU,"Хіба що «варену» (цей давній напій українців називали ще варенухою, варьохою).",хіба що,разве что,хіба що,,5,разве что,2,,0
82d2b56f-b978-4cec-8731-912d70282d44,608c90af2b9dc5f9f35bb583,41,female,RU,RU,2024-02-05 17:06:06.420164+00:00,9,BE,RU,"На калідоры каля выхада на лесвіцу, недалека ад маей палаты топчацца міліцыянт.",недалека ад,недалеко от,недалека ад,недалеко от,16,недалеко от,4,недалеко от,1
5b1facb6-dd9a-4654-996d-8adbb1aadc79,614f11b6fe832a304632a860,55,female,RU,UK,2024-02-05 17:07:11.975698+00:00,12,BG,RU,"Трето, с оглед на обстановката уточнявам плана си за действие.",с оглед на,с учетом,с оглед на,глядя на,25,с оглядкой на,5,глядя на,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,50,UK,RU,"У результаті два види риб вимерли, а два інших виявилися під загрозою зникнення, в тому числі - горбатий головень.",в тому числі,в том числе,в то число,,9,в том числе,2,,0
f03c560b-189d-47e6-8535-206a02e49ae7,5d351eb3ca8f5b0001834ca0,31,female,RU,RU,2024-02-05 17:11:53.776957+00:00,1,BE,RU,"Яны былі асуджаныя, нягледзячы на сур'езныя сумненні наконт іх ролі ў гэтай трагічнай падзеі.",нягледзячы на,несмотря на,невзирая на,не смотря на,36,несмотря на,5,не смотря на,1
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,51,UK,RU,"Будьте певні, що як тільки ви дістанетесь марини, все буде достатньо очевидним. Ви зустрінете інших човнових попутників і вони поділяться з вами своєю інформацією.",як тільки,как только,як тільки,,5,как только,2,,0
82d2b56f-b978-4cec-8731-912d70282d44,608c90af2b9dc5f9f35bb583,41,female,RU,RU,2024-02-05 17:06:06.420164+00:00,10,BE,RU,Правасуддзе не можа вяршыцца за кошт новых забойстваў.,за кошт,за счет,за кошт,за счёт,18,за счет,4,за счет,1
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,52,UK,RU,"Виросте й стане ледацюгою, сутяжником, а то й бандюгою.",а то й,а то и,а то й,,5,а то и,2,,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,53,UK,RU,"Після того як опір групи Бухаріна було зламано, перегляду цього рішення ніщо не перешкоджало.",після того як,после того как,после того кто,,3,после того как,4,,0
f03c560b-189d-47e6-8535-206a02e49ae7,5d351eb3ca8f5b0001834ca0,31,female,RU,RU,2024-02-05 17:11:53.776957+00:00,2,BE,RU,Ен па дыпламатычных каналах дапамагаў картэру разбірацца з рознымі міжнароднымі пытаннямі. У якасці прыкладу можна прывесці нармалізацыю амерыкана-кітайскіх стасункаў прыблізна ў канцы 1970-х гадоў.,ў канцы,в конце,ў канцы,в конце,19,в конце,3,в конце,1
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,54,UK,RU,"Хоча, чим більше часу проходить, тим очевидніше те, що багато хто добре розумів ще в наповнені космічною романтикою шістдесяті.",чим більше,чем больше,чего больше,,3,чем больше,2,,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,55,UK,RU,"Тигр, як всебічно розвинутий атлет, може дертися вгору (хоча і не дуже вміло).",хоча і,хотя и,хочет и,,7,хочет и,3,,0
82d2b56f-b978-4cec-8731-912d70282d44,608c90af2b9dc5f9f35bb583,41,female,RU,RU,2024-02-05 17:06:06.420164+00:00,11,BE,RU,Па заканчэнні пасяджэння Троцкі адразу ж пайшоў да тэлеграфнага апарата.,па заканчэнні,по окончании,после завершения,по завершении,18,по окончании,4,по завершении,1
5b1facb6-dd9a-4654-996d-8adbb1aadc79,614f11b6fe832a304632a860,55,female,RU,UK,2024-02-05 17:07:11.975698+00:00,13,CS,RU,"Povídalo se, že předseda byl bílý jako stěna, opile vrávoral a něco blekotal. ",povídalo se,по слухам,поведали что,глядя на,31,по слухам,7,глядя на,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,56,UK,RU,"Дімка прокинувся від того, що хтось його шарпав і кричав.",від того що,оттого что,від того що,,4,от того почему,7,,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,57,UK,RU,"Але ж і справді як добре!, - сказав він зненацька, ніби осяяний новою ідеєю.",але ж,да ведь,але ж,,3,но же,3,,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,58,UK,RU,"Злочин визнається вчиненим на території України, якщо його виконавець або хоча б один із співучасників діяв на території України.",хоча б,хотя бы,хочет бы,,4,хотя бы,3,,0
5b1facb6-dd9a-4654-996d-8adbb1aadc79,614f11b6fe832a304632a860,55,female,RU,UK,2024-02-05 17:07:11.975698+00:00,14,CS,RU,Tímto způsobem se tam pro rusy otevírá obrovský obchodní potenciál.,tímto způsobem,таким образом,tímto způsobem,этим способом,13,таким образом,5,этим способом,0
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,59,UK,RU,"Цікаво послухати, а тим більше дати і свою «безцінну» пораду СЗР.",тим більше,тем более,тем больше,,3,тем более,4,,0
f03c560b-189d-47e6-8535-206a02e49ae7,5d351eb3ca8f5b0001834ca0,31,female,RU,RU,2024-02-05 17:11:53.776957+00:00,3,BE,RU,Я ўяўвіў сябе побач з ею ў бальнічным халаце і шлепках.,побач з,рядом с,подле с,,38,рядом с,4,,0
82d2b56f-b978-4cec-8731-912d70282d44,608c90af2b9dc5f9f35bb583,41,female,RU,RU,2024-02-05 17:06:06.420164+00:00,12,BE,RU,"Рэальная заработная плата (з улікам росту спажывецкіх цэн на тавары і паслугі) у студзені-лютым гэтага года паменшылася на 1, 5%.",з улікам,с учетом,с отчетом,с учётом,27,с учетом,5,с учетом,1
729302f8-6518-4259-9199-96e8819510f7,610722268e5e431a1ca2ee27,31,female,RU,RU,2024-02-05 17:03:32.150352+00:00,60,UK,RU,"Однак, цю проблему дуже важко вирішити, і пройде багато років, перш ніж ми станемо свідками будівництва придатних термоядерних реакторів.",перш ніж,прежде чем,прежде нежели,,8,прежде чем,3,,0
5b1facb6-dd9a-4654-996d-8adbb1aadc79,614f11b6fe832a304632a860,55,female,RU,UK,2024-02-05 17:07:11.975698+00:00,15,CS,RU,V každém případě odneste kotě i misku.,v každém případě,во всяком случае,v každém případě,в каждом примере,13,во всяком случае,5,в каждом примере,0
