source_text_to_be_translated,language,correct_percentage_mcq,correct_percentage_free,average_time_free,average_time_mcq,was_literal,was_fixed,pwld_literal,pwld_fixed,RU,model_gpt_small_avg_surprisal_phrase_ru,model_gpt_small_avg_surprisal_literal,model_gpt_small_avg_surprisal_phrase_l2,model_bert_small_avg_surprisal_phrase_ru,model_bert_small_avg_surprisal_literal,model_bert_small_avg_surprisal_phrase_l2,model_gpt_large_avg_surprisal_phrase_ru,model_gpt_large_avg_surprisal_literal,model_gpt_large_avg_surprisal_phrase_l2,model_bert_large_avg_surprisal_phrase_ru,model_bert_large_avg_surprisal_literal,model_bert_large_avg_surprisal_phrase_l2
co znaczy,PL,24.137931034482758,0.0,2.396551724137931,1.1637931034482758,3.3841855316567777,2.983082053358569,0.1695906432748538,0.2793522267206478,что называется,5.042498588562012,3.7712130546569824,15.732824325561523,9.835985898971558,9.343982458114624,23.068166255950928,5.633485317230225,3.935159683227539,17.084102869033813,2.50492525100708,0.16237258911132812,6.087352752685547
czy jak,PL,52.17391304347826,0.0,2.597826086956522,1.3369565217391304,2.7792333500192106,3.851288623829618,0.1666666666666666,0.3052631578947369,что ли,1.0047779083251953,6.907639503479004,13.002593994140625,20.14682912826538,16.02153253555298,24.146151065826416,0.5449991226196289,6.754276275634766,12.018620491027832,0.046111106872558594,10.634064197540283,9.59231948852539
czy jeno,PL,39.130434782608695,0.0,1.8864734299516912,0.710144927536232,2.9682623001929005,3.092367761074836,0.2894736842105263,0.3114035087719298,всего-навсего,9.341919898986816,6.384487152099609,8.801911354064941,57.48533535003662,9.023200988769531,23.995223999023438,9.587530136108398,7.237059593200684,8.77538013458252,0.5239009857177734,9.124478340148926,5.777155876159668
do prčic,CS,60.0,0.0,4.66,2.92,3.537975597206775,3.4872648555872003,0.2796052631578947,0.2706766917293233,да ладно,5.776824951171875,8.055428504943848,15.7538423538208,16.49875283241272,18.58498477935791,26.307788372039795,5.810733318328857,7.705088138580322,14.814617156982422,2.295003890991211,15.163825988769531,20.71826982498169
dokonce i,CS,25.806451612903224,3.225806451612903,1.603415559772296,0.6185958254269449,3.0029599447021744,3.815721366752475,0.0361842105263157,0.5,а то и,0.9685891469319662,6.236623446146647,11.289270401000977,0.0,12.532573064168295,23.31423592567444,0.8793176015218099,6.64078426361084,8.59223461151123,0.022482554117838543,5.888644854227702,7.662294387817383
gdyby chociaż,PL,31.03448275862069,0.0,1.1621966794380587,0.4010217113665389,3.949190919546831,3.674125558069664,0.5157894736842105,0.4999999999999999,хотя бы,4.447059631347656,5.926443099975586,24.042509078979492,8.749960660934448,9.143506050109863,29.633423566818237,4.361149311065674,6.294495105743408,22.590360164642334,2.3404173851013184,5.81395959854126,16.186205863952637
i když,CS,67.74193548387096,0.0,2.0483870967741935,0.9811827956989246,3.876474144440799,3.1784173397144486,0.1710526315789473,0.3157894736842105,хотя и,6.022338390350342,4.618758201599121,15.190511703491211,20.699498653411865,11.470073382059732,23.832021236419678,5.678837299346924,5.183840433756511,13.078814029693604,0.14413928985595703,5.550275166829427,9.097665786743164
im większy,PL,70.0,6.666666666666667,3.195238095238095,1.4285714285714286,3.475822654013004,3.367923708852775,0.2556390977443609,0.25,чем больше,4.123331785202026,4.592261075973511,18.74925470352173,0.0,0.0,20.175761222839355,4.240773677825928,4.647034645080566,18.12815761566162,0.28406620025634766,6.984521865844727,7.910933494567871
jak by ne,CS,95.83333333333334,20.833333333333336,2.102272727272727,0.8598484848484849,3.29360591679255,2.7201319730688023,0.0639097744360902,0.181578947368421,как бы не так,2.93837833404541,5.545734246571858,10.790831724802652,15.824416160583496,15.31988271077474,14.439993540445963,2.8724019527435303,5.370554129282634,10.79676866531372,0.4909648895263672,2.7357101440429688,6.583182017008464
jak głosi fama,PL,60.0,0.0,1.8577777777777778,0.7133333333333333,3.348633387539467,3.9921184702179016,0.208133971291866,0.4078947368421052,по слухам,3.2934656143188477,8.112212498982748,14.057470639546713,22.51056146621704,18.250734011332195,26.758896509806316,3.2688698768615723,8.435760815938314,14.06329345703125,0.21590137481689453,6.799505551656087,9.514617284138998
jak je známo,CS,88.23529411764706,11.76470588235294,3.1512605042016806,1.4537815126050417,3.2932793205913,3.593738809524228,0.194078947368421,0.2184210526315789,как известно,3.3608837127685547,4.632613976796468,12.349577267964682,18.29703950881958,16.39809513092041,22.459766387939453,3.3906848430633545,4.921833833058675,10.597566445668539,2.2201247215270996,5.367406845092773,8.316612561543783
jak se říká,CS,70.58823529411765,0.0,2.411764705882353,0.8025210084033613,3.498160275524831,3.264443725544654,0.2105263157894736,0.2631578947368421,что называется,0.9412598609924316,6.091266949971517,9.727578481038412,17.390893936157227,14.089919090270996,15.222643852233887,0.4078845977783203,5.676627159118652,8.065112431844076,0.031699180603027344,6.796167691548665,8.47745450337728
jak tylko,PL,93.33333333333333,76.66666666666667,1.1541666666666666,0.45208333333333334,3.1867148322634837,3.1746351284386285,0.2894736842105263,0.0657894736842105,как только,2.6696243286132812,4.167413711547852,12.48535680770874,12.6077241897583,13.115554332733154,27.492619276046753,2.526233673095703,3.683867931365967,9.90402340888977,1.7126960754394531,6.093804359436035,9.39531660079956
jak wiadomo,PL,79.3103448275862,41.37931034482759,1.4525862068965518,0.5172413793103449,3.378653992817522,3.2787604126492944,0.1403508771929824,0.2157894736842105,как известно,5.511618137359619,9.516588687896729,14.463904857635498,22.009735107421875,22.666081428527832,35.57757377624512,5.149997234344482,9.728960037231445,10.975847244262695,0.8307924270629883,6.638442754745483,6.250977516174316
jednym słowem,PL,79.3103448275862,55.172413793103445,1.396551724137931,0.5560344827586207,3.21549599423828,3.801417697014942,0.0748987854251012,0.1435406698564593,одним словом,5.572725296020508,7.679843425750732,12.412120342254639,17.352713108062744,17.269912242889404,33.90433192253113,4.804378509521484,6.999724388122559,10.918775081634521,3.0556745529174805,5.935609817504883,4.191933631896973
kousek od,CS,36.0,0.0,2.537777777777778,1.2844444444444445,3.270376304584464,3.2815323558574927,0.0338345864661654,0.2861842105263157,почти что,6.079560279846191,9.002655506134033,16.02094268798828,10.635307312011719,9.858489990234375,21.69277310371399,5.58340311050415,8.589861392974854,14.64105224609375,1.5996227264404297,10.878119468688965,5.988924503326416
krátce řečeno,CS,82.35294117647058,0.0,2.4941176470588236,1.0,3.276952599873427,3.664909571713512,0.175438596491228,0.277511961722488,одним словом,5.817688226699829,5.815033912658691,22.396718978881836,20.277255058288574,28.4417462348938,32.73419237136841,4.469415187835693,6.926078796386719,21.582350730895996,1.3788909912109375,4.778730869293213,23.47192096710205
lze říci,CS,94.11764705882352,5.88235294117647,2.4039215686274513,0.8431372549019608,3.644737202060542,3.113586339608525,0.2605263157894736,0.2607655502392344,можно сказать,3.8698067665100098,7.756946563720703,15.28706693649292,11.443304300308228,19.920008659362793,21.630102157592773,4.327512741088867,7.369080066680908,15.160008430480957,1.5925841331481934,10.576014995574951,9.646755695343018
mezi jiným,CS,88.23529411764706,17.647058823529413,2.7529411764705882,1.0235294117647058,3.441139272349985,3.2530734593757877,0.1789473684210526,0.1961722488038277,между прочим,3.297382354736328,10.558992862701416,16.577784061431885,23.2322678565979,20.540493965148926,28.267447471618652,3.5947985649108887,10.101579904556274,16.882813215255737,1.9108424186706543,14.26518201828003,14.753758907318115
moim zdaniem,PL,48.275862068965516,0.0,1.742528735632184,0.7425287356321839,3.037387979524968,3.165033885270693,0.1030701754385964,0.2348178137651821,по его мнению,0.0,14.929990291595459,14.63364553451538,0.0,20.677232265472412,34.11786413192749,0.0,15.171713829040527,13.81529951095581,0.0,11.05464792251587,12.136014938354492
można powiedzieć,PL,68.96551724137932,17.24137931034483,1.982758620689655,0.6867816091954023,3.3719919437866634,3.211406498004613,0.1096491228070175,0.200956937799043,можно сказать,2.9154834747314453,11.919527530670166,16.503331661224365,20.54986810684204,19.74151039123535,43.73158144950867,2.0550107955932617,10.431830883026123,16.794910430908203,0.03438091278076172,8.624058723449707,8.789088726043701
na konec,CS,43.47826086956522,4.3478260869565215,2.1340579710144927,1.0,2.717320256681989,3.121620677777132,0.0338345864661654,0.2982456140350877,в конце,3.8948793411254883,6.29937219619751,7.376173973083496,15.109667778015137,14.451680183410645,18.93397283554077,3.2170891761779785,6.342267990112305,7.075558662414551,0.31796836853027344,6.21403169631958,4.950349807739258
na koszt,PL,65.0,5.0,1.6235294117647059,0.776470588235294,2.7003850009075823,3.4965408785535934,0.2309941520467836,0.2105263157894736,за счет,3.0939831733703613,7.7157816886901855,8.615311622619629,16.15552043914795,15.719560146331787,18.848360300064087,2.4645304679870605,8.45286512374878,9.051360607147217,1.8514585494995117,6.268712997436523,8.141151905059814
na miłosierdzie boskie,PL,67.85714285714286,0.0,1.554421768707483,0.5,3.1127793080903583,3.4966425531556213,0.1671826625386997,0.6677631578947368,ради Бога,4.225764751434326,9.214443365732828,22.81252098083496,20.021159648895264,15.653167088826498,36.49739011128744,4.407827615737915,9.323500315348307,21.629774411519367,0.3943977355957031,6.654285430908203,10.599569956461588
na mocy,PL,85.0,10.0,2.0833333333333335,0.7799999999999998,3.202298668737085,3.184354642879186,0.1842105263157895,0.3736842105263157,в силу,4.730687141418457,5.029380798339844,11.615997314453125,15.865383625030518,14.217700481414795,15.611912250518799,4.46400260925293,4.938765048980713,11.244904041290283,2.0366005897521973,11.488058090209961,4.623442649841309
na sebe,CS,66.66666666666666,29.629629629629626,1.9562289562289563,1.02020202020202,2.7910537576872234,2.934724286358457,0.0526315789473684,0.0526315789473684,на себя,0.6464691162109375,5.571990966796875,6.3858323097229,12.446227550506592,9.392420053482056,11.74989628791809,0.6411881446838379,4.479624271392822,5.886269569396973,0.0005922317504882812,4.317445755004883,3.5999388694763184
na siebie,PL,72.72727272727273,45.45454545454545,2.2777777777777777,1.0555555555555556,3.69117848081608,3.2808232339906,0.1491228070175438,0.1184210526315789,на себя,1.933286190032959,4.025187969207764,9.489166259765625,18.896226406097412,16.95114755630493,29.946709156036377,1.9050054550170898,4.9050397872924805,7.569061279296875,0.35910511016845703,5.139482498168945,5.858063697814941
na stranu,CS,70.37037037037037,11.11111111111111,3.7870370370370368,2.75,3.566081327179875,3.99020861806909,0.0098684210526315,0.1842105263157895,в сторону,1.7387166023254395,6.834844589233398,12.734887599945068,23.430488109588623,22.23885726928711,22.170998334884644,1.4362597465515137,7.506860256195068,9.290470600128174,0.7633357048034668,6.464218616485596,4.4782280921936035
na světě,CS,92.5925925925926,70.37037037037037,1.4362139917695473,0.5946502057613169,2.908720523551545,3.47914525153432,0.2690058479532163,0.1052631578947368,на свете,5.152193069458008,5.124627590179443,8.63196086883545,10.149049520492554,11.56128978729248,18.147336959838867,5.378571510314941,5.167771816253662,6.783929347991943,0.06212425231933594,4.235377311706543,2.2330493927001953
na uwadze,PL,50.0,0.0,2.933333333333333,1.4444444444444442,2.9361485055199354,3.654857465970265,0.2655502392344498,0.2744360902255639,с учетом,2.391387462615967,6.725769519805908,14.659762859344482,12.6487877368927,11.418852090835571,20.871681451797485,1.8236761093139648,7.656928062438965,10.993135452270508,0.015298843383789062,7.081859588623047,10.497125625610352
na útraty,CS,68.18181818181817,0.0,2.7857142857142856,1.7272727272727273,3.37167042771129,4.077714554134488,0.0935672514619883,0.4157894736842106,за счет,4.592639923095703,9.770530223846436,13.281204223632812,18.010926246643066,20.32064962387085,25.297951221466064,3.802678108215332,9.743448734283447,12.802469730377197,0.38858985900878906,1.4636802673339844,9.692512035369873
na účet,CS,65.21739130434783,0.0,1.5173913043478264,0.5956521739130435,3.201057073813645,3.0066014700102928,0.1278195488721804,0.2401315789473684,по поводу,2.454655170440674,8.399383068084717,8.769287109375,17.00413179397583,18.590513229370117,20.088216543197632,1.9382104873657227,9.357842922210693,10.737459182739258,0.08564567565917969,9.003568649291992,6.105413436889648
na świecie,PL,90.9090909090909,45.45454545454545,2.090909090909091,0.9583333333333335,3.1580719189095414,3.9473367372767383,0.431578947368421,0.1428571428571428,на свете,3.091156482696533,7.91859245300293,11.032352447509766,13.830621242523193,14.023745059967041,28.655029296875,3.4325690269470215,8.160784244537354,9.065666198730469,0.316162109375,7.9866790771484375,2.710404396057129
nadal,PL,63.63636363636363,0.0,3.8636363636363638,2.7,3.2203551012404845,2.971970703340152,0.219298245614035,0.2467105263157894,до сих пор,3.307140032450358,15.001568794250488,14.296674728393555,15.009003003438314,20.13750648498535,38.53062152862549,3.1740452448527017,15.461968421936035,13.575658798217773,0.07484817504882812,16.1232271194458,14.352144241333008
navzdory tomu,CS,78.26086956521739,4.3478260869565215,3.233695652173913,1.4565217391304346,3.5981272328847,3.5024021995915606,0.2416267942583732,0.2552631578947368,несмотря на,3.766416072845459,9.391455173492432,23.040750980377197,16.096755504608154,19.517202854156494,35.28184461593628,5.171588897705078,8.748237609863281,22.069629669189453,0.03796958923339844,6.6239142417907715,16.14515256881714
nawiasem mówiąc,PL,80.0,3.3333333333333335,3.1,1.3904761904761904,3.2310967032723075,3.543309749658484,0.3486842105263158,0.3516746411483253,между прочим,3.297382354736328,11.146985530853271,27.117554187774658,22.77679681777954,28.885121822357178,42.42814326286316,3.594799041748047,10.06504774093628,26.515380382537842,1.455465316772461,4.660227298736572,22.073458194732666
ne jednou,CS,51.85185185185185,0.0,2.990740740740741,1.4212962962962963,3.392775123633651,3.409362145330854,0.3245614035087719,0.2894736842105263,не раз,2.1764707565307617,6.877949237823486,13.945770263671875,20.102097988128662,19.343827724456787,26.928875207901,2.1855926513671875,6.947828769683838,12.510113716125488,0.18297100067138672,6.265432357788086,8.863290786743164
ne méně než,CS,58.06451612903226,0.0,2.1495601173020527,1.1730205278592374,2.497294221132283,2.994708085948454,0.2236842105263157,0.4342105263157894,хотя бы,4.926055908203125,7.838307062784831,9.950708389282227,9.194757461547852,12.857646942138672,14.110157330830893,4.967996597290039,8.5613431930542,8.562542597452799,2.1804795265197754,9.665022214253744,5.798990249633789
nedaleko,CS,95.45454545454545,0.0,1.4572192513368984,0.713903743315508,3.363611973979615,2.861158278478741,0.2543859649122807,0.1447368421052631,недалеко от,4.950355052947998,9.534990787506104,25.723509788513184,0.0,0.0,36.13045120239258,4.253726005554199,8.275678634643555,24.342266082763672,0.8943672180175781,7.393715858459473,18.619425773620605
nejen že,CS,40.0,0.0,2.1266666666666665,1.1233333333333333,2.909848922992589,3.3445818962594616,0.1348684210526315,0.169172932330827,не то что,3.46647580464681,5.65303897857666,8.014752388000488,11.307016372680664,11.015901406606039,23.96122121810913,3.395254135131836,5.4036227862040205,7.697523593902588,0.05584081013997396,5.781927108764648,9.353039741516113
než dojde,CS,61.29032258064516,6.451612903225806,2.4161290322580644,1.0483870967741935,3.122796181702914,3.006252597536465,0.2807017543859649,0.2573099415204678,прежде чем,0.7672252655029297,7.1237359046936035,13.942774772644043,15.724812507629395,17.22735023498535,22.36559820175171,0.2687044143676758,8.049924850463867,13.461712837219238,0.0012226104736328125,10.702110767364502,13.226144313812256
nic jiného než,CS,44.0,0.0,3.36,1.7428571428571429,2.885896175608782,3.3835887812655465,0.2105263157894737,0.2394736842105263,не иначе как,3.870105425516764,6.75000540415446,14.696527163187662,17.183132648468018,8.821742216746012,19.13850498199463,4.54970137278239,6.598013559977214,16.612083435058594,0.4627704620361328,9.108456134796143,12.944079399108887
nic podobnego,PL,91.30434782608695,47.82608695652174,1.45,0.5152173913043478,3.459735998335208,3.2161668649448374,0.0657894736842105,0.1456140350877192,ничего подобного,8.30613088607788,10.563724994659424,17.219814777374268,11.338913440704346,11.226873397827148,27.692886352539062,6.8129448890686035,8.733235359191895,16.766706943511963,5.4559431076049805,7.010522365570068,12.031845092773438
nic takového,CS,24.0,0.0,3.1,1.84,3.6008804197133206,3.0846622307455243,0.2203947368421052,0.219298245614035,ничего подобного,3.850358486175537,2.928973913192749,18.497166633605957,13.701106309890747,12.298137903213501,27.72445011138916,3.8952383995056152,3.1187782287597656,19.80662965774536,2.7433981895446777,3.0193071365356445,15.627453327178955
nie bacząc na,PL,85.0,0.0,2.253333333333333,0.7766666666666667,3.274748078850117,3.487453984477545,0.181578947368421,0.2184210526315789,несмотря на,3.480156898498535,4.233275095621745,8.912501653035482,15.686392784118652,0.0,24.257860501607258,3.5431575775146484,4.2051927248636884,9.712965647379557,0.05156517028808594,3.1794811884562173,5.3580020268758135
nie inaczej jak,PL,86.95652173913044,56.52173913043478,1.3369565217391304,0.5130434782608695,3.178299123943132,3.347875417727878,0.3157894736842105,0.1157894736842105,не иначе как,3.9576088587443032,9.524052143096924,10.198832511901855,13.755677223205566,28.773301124572754,20.976712067921955,2.9472872416178384,8.97079086303711,8.702375411987305,0.0318609873453776,7.539156913757324,7.654996871948242
niedaleko za,PL,50.0,25.0,2.1192307692307693,0.7961538461538461,3.1727428092728034,3.1765646578475035,0.0342105263157894,0.1447368421052631,недалеко от,7.205557346343994,10.319817066192627,15.965092658996582,12.28957223892212,12.601448059082031,24.5876042842865,6.290702819824219,9.43555736541748,17.141197681427002,0.18505096435546875,7.465628623962402,11.425249576568604
niejednokrotnie,PL,13.043478260869565,0.0,2.573913043478261,1.008695652173913,3.3326571533651754,3.700652944117267,0.087719298245614,0.8789473684210526,не раз,3.357896327972412,9.58170223236084,40.18097114562988,13.810020446777344,15.837272644042969,82.91448640823364,3.2632904052734375,8.945028305053711,39.92446041107178,0.3633575439453125,6.439218521118164,13.239437103271484
nieledwie,PL,52.17391304347826,0.0,1.6389413988657848,0.5425330812854442,3.3623972528108377,3.3825652918787226,0.4210526315789474,0.3092105263157894,почти что,5.328882694244385,7.253589630126953,29.782957077026367,0.0,0.0,47.41982460021973,5.53851056098938,8.362433195114136,28.142590522766113,1.351602554321289,8.845832824707031,22.035533905029297
nieomalże,PL,73.91304347826086,0.0,3.557971014492754,2.0942028985507246,3.0372000010061804,3.3328435946696744,0.2669172932330826,0.2280701754385964,едва ли не,3.0446192423502603,20.890281677246094,33.802059173583984,14.232298533121744,48.574835777282715,34.060068130493164,2.764119307200114,21.864940643310547,31.134840965270996,0.4693164825439453,8.97358512878418,23.92271900177002
od momentu kiedy,PL,30.0,0.0,1.6833333333333333,0.6555555555555556,3.6699147268690337,3.213709688033286,0.0827067669172932,0.3157894736842105,после того как,1.3686714172363281,4.947375615437825,11.594836235046387,16.38567129770915,11.87617301940918,30.177039464314777,1.0380194981892903,4.392027537027995,9.672853787740072,0.002593358357747396,2.24894650777181,4.173952738444011
od strony,PL,75.0,35.0,2.7642857142857142,1.3571428571428572,3.32921165755997,3.576028566445971,0.0730994152046783,0.4824561403508771,со стороны,3.1036429405212402,4.944308280944824,10.64592981338501,14.688127040863037,14.659516334533691,16.841392278671265,3.382874011993408,5.264158248901367,10.888615608215332,1.470306396484375,8.323441982269287,7.148431777954102
po skončení,CS,95.45454545454545,9.090909090909092,1.787878787878788,0.6363636363636364,3.132772824184914,3.110109931700581,0.2105263157894736,0.1674641148325358,по окончании,4.093258857727051,2.976649522781372,14.078264713287354,15.266527652740479,15.063636779785156,26.662911415100098,4.496014595031738,3.339125394821167,13.88316297531128,3.019684314727783,5.656719207763672,9.442743301391602
po skończonym,PL,95.0,5.0,1.861764705882353,0.6823529411764706,3.713568089419752,3.945848555220565,0.347953216374269,0.1794258373205741,по окончании,4.752488613128662,10.267563343048096,16.210633754730225,0.0,0.0,23.539546012878418,4.2838969230651855,10.772359848022461,16.922107696533203,2.6676464080810547,9.773900508880615,7.9658403396606445
podle něj,CS,35.294117647058826,0.0,2.5,1.5220588235294117,3.107759570425408,2.916450161084071,0.1552631578947368,0.2449392712550607,по его мнению,3.3441104888916016,6.067795276641846,13.438935279846191,16.58901596069336,26.900397777557373,20.033080339431763,3.0799614588419595,6.4283952713012695,13.937657356262207,2.252740224202474,6.366808891296387,9.501631736755371
podle všeho,CS,76.47058823529412,0.0,2.732620320855615,1.1229946524064172,2.999878969854916,2.798555314622082,0.1267942583732057,0.1746411483253588,судя по всему,2.5651321411132812,9.205456733703613,14.383306503295898,18.277448018391926,18.152771711349487,25.892755031585693,2.2342325846354165,9.529572010040283,9.814769268035889,0.0802599589029948,10.339913845062256,9.26529312133789
potom co,CS,48.38709677419355,0.0,1.7617866004962779,0.9677419354838709,2.374385830227059,2.7980691047399726,0.125,0.2793522267206478,после того как,0.4394165674845378,10.482502937316895,9.97214651107788,0.0,0.0,23.241332054138184,0.47638193766276044,9.219489097595215,10.369174003601074,0.002753575642903646,6.932565212249756,7.0749969482421875
povídalo se,CS,58.82352941176471,0.0,2.2895927601809953,0.8461538461538461,3.194464885684275,3.144254464341178,0.2157894736842105,0.319078947368421,по слухам,4.531264781951904,4.805968761444092,17.818676948547363,18.890228271484375,23.917320728302002,32.61769938468933,4.710531711578369,4.936748027801514,17.579116821289062,2.9747886657714844,2.747751235961914,10.038889408111572
proboha,CS,88.23529411764706,0.0,4.047058823529412,2.2,3.1656281589036515,3.1352853341058338,0.0526315789473684,0.1973684210526315,ради Бога,5.475614547729492,8.464399576187134,24.25108242034912,17.637542009353638,14.865814208984375,37.664934158325195,5.861290454864502,8.298433303833008,28.430551528930664,0.7930436134338379,8.007550239562988,29.294525146484375
proto že,CS,35.483870967741936,0.0,1.4285714285714286,0.5960061443932412,3.038216673912836,3.347720166557184,0.0921052631578947,0.2105263157894737,оттого что,6.480047702789307,6.448563575744629,10.47237253189087,22.21752166748047,13.36433204015096,25.46016001701355,6.096410751342773,6.5249989827473955,10.465572357177734,2.9275269508361816,6.467975934346517,7.551780700683594
